iter	RMSE
358	297.1473959
359	296.7425783
360	296.0932253
361	295.2930365
362	294.4308677
363	293.9812045
364	293.7882992
365	292.9081137
366	292.1837041
367	292.0348119
368	291.2633998
369	290.8785782
370	289.9104934
371	289.7408212
372	288.4553143
373	287.3093124
374	287.0569952
375	286.3097571
376	286.1587015
377	285.6691714
378	285.4910967
379	284.4406486
380	283.7927368
381	283.1851605
382	282.0674891
383	281.3487929
384	280.7063068
385	279.7817319
386	278.9274485
387	278.5658193
388	278.123219
389	277.8219339
390	277.5251409
391	277.2121926
392	277.0852343
393	276.356122
394	275.4300636
395	274.4215845
396	274.2834071
397	273.4534012
398	272.8206284
399	272.6796856
400	272.5464485
401	272.3730871
402	272.0642066
403	271.9320111
404	270.9749278
405	270.1825888
406	270.0316967
407	269.1801946
408	269.0651278
409	268.8058004
410	267.7865808
411	266.8084435
412	266.3002129
413	265.5166415
414	264.7511781
415	263.8385351
416	263.110537
417	263.0309374
418	262.7499777
419	262.1476953
420	261.4650511
421	261.1531249
422	260.4087665
423	259.611659
424	259.3597471
425	258.463822
426	257.7774675
427	256.9091719
428	256.4177962
429	255.6928059
430	255.4745333
431	255.2682372
432	254.1573017
433	254.0133902
434	253.1130195
435	252.4704718
436	251.0445705
437	250.4367127
438	249.5480905
439	248.623376
440	248.4430901
441	248.3031201
442	247.6525616
443	246.8271791
444	246.2664802
445	244.9384272
446	244.8406648
447	244.6974528
448	244.1272556
449	243.4653761
450	243.188449
451	242.3821875
452	241.4600965
453	240.6631446
454	240.4072042
455	240.311134
456	239.7207936
457	239.1404978
458	238.1689035
459	237.9919253
460	237.4177137
461	236.4369023
462	236.0845679
463	235.9878733
464	235.1166347
465	234.2720829
466	234.0968762
467	232.9216476
468	232.6295649
469	232.4263654
470	231.9982836
471	231.8269397
472	231.1598146
473	231.052124
474	230.6170133
475	230.092769
476	229.5689717
477	228.9413402
478	227.987388
479	227.2376879
480	226.555849
481	226.4918382
482	226.3535025
483	225.8469195
484	224.6090415
485	224.5169773
486	224.4052408
487	223.5353081
488	223.2295082
489	222.6463167
490	222.4871839
491	221.6763491
492	220.9093169
493	220.6773313
494	220.5440483
495	219.9751607
496	219.4089986
497	219.3576165
498	218.6735853
499	218.4399687
500	218.3631127
501	218.2434723
502	218.045245
503	217.8194316
504	216.7374031
505	215.8649159
506	215.6457577
507	214.8481381
508	214.1911472
509	213.8006574
510	213.3612535
511	213.1493483
512	213.0767793
513	212.6130405
514	212.2471565
515	211.7349764
516	211.6649336
517	210.685847
518	210.617487
519	209.7315855
520	208.9306149
521	208.6305968
522	207.9080189
523	207.8330866
524	207.2411589
525	206.7305412
526	206.04324
527	205.1994141
528	204.622544
529	203.6837217
530	203.3317727
531	203.1175915
532	203.0247756
533	202.4136532
534	202.2107906
535	201.5393956
536	200.8591856
537	200.2196827
538	199.8774815
539	199.2660081
540	199.1796119
541	198.4520515
542	197.9512797
543	197.4052444
544	196.7400717
545	196.3344672
546	195.8000328
547	195.5824174
548	195.5079489
549	194.9792273
550	194.2895842
551	194.1387283
552	193.4502818
553	193.0463104
554	192.3179597
555	191.669293
556	190.9198283
557	190.5578952
558	189.9807963
559	189.8600281
560	189.3363734
561	188.8228947
562	188.7543785
563	188.3030532
564	188.108233
565	187.2994366
566	186.6585537
567	186.4833897
568	185.765007
569	185.2067137
570	185.1285714
571	184.6441761
572	184.5986175
573	183.8418593
574	183.1902913
575	182.5963809
576	182.1615002
577	181.8948835
578	181.4370591
579	180.7379403
580	180.6670219
581	180.6051504
582	180.3217492
583	179.8875091
584	179.8255859
585	178.968155
586	178.2804847
587	177.8495967
588	177.7580023
589	177.3350625
590	177.2675077
591	176.5781484
592	176.0640605
593	175.9810454
594	175.6809724
595	175.1975314
596	174.6583533
597	173.9741196
598	173.3966511
599	172.6385494
600	172.1241661
601	171.8469034
602	171.2446984
603	170.4392058
604	169.7508648
605	169.1561631
606	168.8872753
607	168.4903118
608	167.9829693
609	167.8979169
610	167.4484959
611	167.0067416
612	166.3964864
613	165.9110879
614	165.3283707
615	164.8701245
616	164.2520402
617	164.2067981
618	163.8675039
619	163.2176381
620	162.9308479
621	162.4214439
622	162.3205875
623	162.2673313
624	162.0619989
625	161.9812877
626	161.3422327
627	161.2953289
628	160.6701141
629	160.3942601
630	159.8252008
631	159.313159
632	158.6898718
633	158.2832834
634	157.7673878
635	157.373794
636	156.9675462
637	156.9094284
638	156.8676033
639	156.3744448
640	156.0389872
641	155.6579283
642	155.2565391
643	154.7241899
644	154.2202222
645	154.165272
646	154.1118022
647	154.0659395
648	153.6633585
649	153.0345071
650	152.3905631
651	152.2391083
652	151.9466403
653	151.637819
654	151.0852297
655	150.7294222
656	150.6365322
657	150.3300977
658	149.9361022
659	149.8686667
660	149.7954177
661	149.1847505
662	149.1137284
663	148.9305885
664	148.5162239
665	148.2222044
666	148.1797854
667	148.1282306
668	147.7845175
669	147.7217224
670	147.3421808
671	147.300965
672	147.2621837
673	146.6074063
674	146.2559698
675	145.9632771
676	145.7138796
677	145.1813977
678	144.818791
679	144.4329838
680	144.3178801
681	144.2029217
682	144.1490023
683	143.7346604
684	143.2183542
685	142.7919839
686	142.4402417
687	142.1416492
688	141.6917464
689	141.3500099
690	140.7077495
691	140.3511672
692	139.9399643
693	139.2728152
694	138.9010103
695	138.5835773
696	138.3501476
697	138.1603353
698	137.8201242
699	137.1511221
700	136.7950271
701	136.3181836
702	135.6331709
703	135.556268
704	135.2784028
705	135.2397971
706	134.7370581
707	134.2888286
708	134.0671409
709	134.0380877
710	133.7954348
711	133.7380054
712	133.4565545
713	133.1542105
714	132.4217845
715	131.7941234
716	131.5150167
717	131.0897207
718	130.591094
719	130.0892631
720	130.0594198
721	129.6717386
722	129.6308302
723	129.3231465
724	128.9641058
725	128.5433821
726	128.1728938
727	127.6923959
728	127.1453598
729	126.7966531
730	126.7584216
731	126.3449862
732	125.8631231
733	125.4124197
734	125.0991197
735	124.7416181
736	124.5146135
737	124.2877601
738	124.088804
739	123.7561738
740	123.4463064
741	123.1885596
742	122.733276
743	122.1534691
744	121.8246081
745	121.587277
746	121.3264871
747	121.0501223
748	120.5520712
749	120.5062421
750	120.1573051
751	120.0363784
752	119.726599
753	119.4047728
754	119.1390369
755	119.1022825
756	118.8199634
757	118.6197859
758	118.5341455
759	117.9599463
760	117.8397467
761	117.7819838
762	117.3464395
763	117.265556
764	117.2045954
765	116.8702134
766	116.8439365
767	116.3802962
768	116.1320147
769	115.8706696
770	115.665975
771	115.3582016
772	114.963749
773	114.5766869
774	114.41676
775	114.1396023
776	113.7659505
777	113.6032714
778	113.2352532
779	112.9879311
780	112.6704777
781	112.1844215
782	112.0194482
783	111.8669159
784	111.7936276
785	111.4635646
786	111.3880193
787	111.0336999
788	111.0052541
789	110.6926256
790	110.4114701
791	110.1362753
792	109.6742851
793	109.4706907
794	109.2693339
795	108.9927748
796	108.9561093
797	108.7551587
798	108.2850932
799	107.9491454
800	107.4981917
801	107.2541183
802	107.18205
803	107.1088881
804	106.7030158
805	106.3809019
806	106.2090615
807	106.1841292
808	105.7926387
809	105.5594099
810	105.2577566
811	104.9733051
812	104.5094
813	104.4836628
814	104.0755287
815	103.9455116
816	103.6117901
817	103.2949437
818	103.2573898
819	103.0343248
820	102.667661
821	102.3299957
822	102.073574
823	102.048382
824	101.7073838
825	101.6838738
826	101.4625217
827	101.1661244
828	101.0485269
829	100.9766501
830	100.7560197
831	100.4142783
832	100.1481481
833	100.0255543
834	99.96013465
835	99.47980948
836	99.43877764
837	99.4200132
838	98.93996912
839	98.71536183
840	98.54721581
841	98.52321789
842	98.43031538
843	98.2530925
844	98.1899756
845	97.84378963
846	97.67270306
847	97.33690538
848	97.31693918
849	96.72840847
850	96.51298131
851	96.43931535
852	96.36642018
853	96.08273227
854	95.85352926
855	95.46658886
856	95.25221718
857	95.21649069
858	94.9065414
859	94.81774723
860	94.44349015
861	93.97490556
862	93.95156632
863	93.88878192
864	93.67653558
865	93.32548813
866	93.29889187
867	93.27341765
868	93.09546744
869	92.94898161
870	92.89970427
871	92.51935527
872	92.29760667
873	91.92103182
874	91.84762453
875	91.82482369
876	91.47842438
877	91.18617434
878	91.00277957
879	90.69620761
880	90.63655478
881	90.49536842
882	90.1174944
883	90.04343513
884	89.7970248
885	89.62789548
886	89.32609425
887	89.1503144
888	88.91237269
889	88.71665003
890	88.49530448
891	88.31684636
892	88.10133923
893	87.8678945
894	87.62123433
895	87.55327731
896	87.1995392
897	87.03521587
898	86.76200057
899	86.58915879
900	86.56958179
901	86.38925059
902	86.02622996
903	85.77093651
904	85.60500808
905	85.35268663
906	85.05592082
907	84.95161819
908	84.86816428
909	84.60428739
910	84.32579551
911	84.04557591
912	83.9677694
913	83.68547013
914	83.37491352
915	83.09312703
916	83.00419503
917	82.69219149
918	82.51054419
919	82.3033226
920	82.05560152
921	81.7656282
922	81.73988941
923	81.51337241
924	81.26408966
925	81.12111042
926	80.79257482
927	80.53223924
928	80.47282923
929	80.45389313
930	80.24713744
931	80.07590486
932	79.95576627
933	79.63808929
934	79.6231159
935	79.60385837
936	79.53768181
937	79.40230143
938	79.25259003
939	79.09050993
940	78.76215769
941	78.73940172
942	78.71597143
943	78.5696287
944	78.32477321
945	78.06465502
946	77.78188133
947	77.65689486
948	77.57492169
949	77.54744079
950	77.35511947
951	77.21926201
952	76.99565216
953	76.61886965
954	76.38378219
955	76.16495627
956	75.92226324
957	75.83772861
958	75.7357397
959	75.59990097
960	75.55910941
961	75.282431
962	75.13408768
963	74.80073065
964	74.70737596
965	74.64803337
966	74.40568548
967	74.17734912
968	73.9247119
969	73.90717488
970	73.70590569
971	73.68693663
972	73.63364558
973	73.61563004
974	73.55163772
975	73.34386024
976	73.17672004
977	73.03757805
978	72.77716568
979	72.48433173
980	72.32294407
981	72.10769347
982	72.06628572
983	71.95464061
984	71.82943258
985	71.81705121
986	71.60629986
987	71.42530679
988	71.19836591
989	70.96194431
990	70.94449712
991	70.7804023
992	70.6145077
993	70.5336708
994	70.50435265
995	70.28307647
996	70.2688672
997	70.08561576
998	69.78803739
999	69.64686432
